"","vote_2020","gender","race","educd","state","age","dummy_vote","stateicp"
"2144","Joe Biden","male","white","Graduated college","MS","30 to 44",1,"mississippi"
"2145","Joe Biden","male","white","Graduated college","DE","60 plus",1,"delaware"
"2146","Donald Trump","male","white","Graduated high school","FL","45 to 55",0,"florida"
"2147","Donald Trump","male","white","Didn't graduate college","CA","45 to 55",0,"california"
"2148","Joe Biden","female","chinese","Graduated college","AZ","30 to 44",1,"arizona"
"2149","Joe Biden","male","white","Graduated college","TN","18 to 29",1,"tennessee"
"2150","Donald Trump","male","white","Graduated high school","NH","30 to 44",0,"new hampshire"
"2151","Joe Biden","male","other race, nec","Didn't graduate high school","OK","30 to 44",1,"oklahoma"
"2152","Donald Trump","male","white","Graduated high school","VA","30 to 44",0,"virginia"
"2153","Joe Biden","male","white","Didn't graduate college","NC","60 plus",1,"north carolina"
"2154","Joe Biden","female","other race, nec","Didn't graduate high school","CA","18 to 29",1,"california"
"2155","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"2156","Joe Biden","female","white","Graduated college","MO","45 to 55",1,"missouri"
"2157","Donald Trump","female","other race, nec","Didn't graduate high school","UT","30 to 44",0,"utah"
"2158","Joe Biden","male","white","Didn't graduate high school","CT","30 to 44",1,"connecticut"
"2159","Joe Biden","male","white","Graduated college","LA","45 to 55",1,"louisiana"
"2160","Joe Biden","female","white","Didn't graduate college","FL","18 to 29",1,"florida"
"2161","Joe Biden","male","white","Graduated college","IL","30 to 44",1,"illinois"
"2162","Donald Trump","male","white","Didn't graduate college","FL","30 to 44",0,"florida"
"2163","Donald Trump","male","white","Graduated college","PA","60 plus",0,"pennsylvania"
"2164","Joe Biden","female","other race, nec","Didn't graduate college","NV","45 to 55",1,"nevada"
"2165","Joe Biden","male","white","Didn't graduate college","MI","60 plus",1,"michigan"
"2166","Donald Trump","male","white","Didn't graduate high school","WI","18 to 29",0,"wisconsin"
"2167","Joe Biden","male","white","Graduated college","FL","45 to 55",1,"florida"
"2168","Joe Biden","female","white","Didn't graduate college","OK","18 to 29",1,"oklahoma"
"2169","Joe Biden","female","black/african american","Graduated college","OH","18 to 29",1,"ohio"
"2170","Joe Biden","male","white","Didn't graduate high school","AR","18 to 29",1,"arkansas"
"2171","Donald Trump","female","other race, nec","Graduated college","PA","60 plus",0,"pennsylvania"
"2172","Donald Trump","male","white","Graduated college","PA","60 plus",0,"pennsylvania"
"2173","Donald Trump","male","white","Graduated college","WA","30 to 44",0,"washington"
"2174","Donald Trump","male","white","Didn't graduate college","CA","45 to 55",0,"california"
"2175","Donald Trump","female","white","Graduated college","NY","45 to 55",0,"new york"
"2176","Joe Biden","female","black/african american","Graduated college","CA","60 plus",1,"california"
"2177","Donald Trump","male","white","Graduated college","SC","60 plus",0,"south carolina"
"2178","Joe Biden","female","chinese","Graduated college","FL","60 plus",1,"florida"
"2179","Joe Biden","female","black/african american","Didn't graduate college","GA","60 plus",1,"georgia"
"2180","Joe Biden","female","black/african american","Graduated college","GA","60 plus",1,"georgia"
"2181","Donald Trump","male","white","Didn't graduate college","NY","60 plus",0,"new york"
"2182","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"2183","Donald Trump","male","black/african american","Graduated college","GA","30 to 44",0,"georgia"
"2184","Donald Trump","female","white","Graduated college","NC","60 plus",0,"north carolina"
"2185","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"2186","Joe Biden","male","other race, nec","Didn't graduate college","CA","18 to 29",1,"california"
"2187","Donald Trump","male","white","Graduated college","OH","45 to 55",0,"ohio"
"2188","Joe Biden","male","other race, nec","Didn't graduate college","CA","18 to 29",1,"california"
"2189","Joe Biden","female","white","Graduated college","IL","45 to 55",1,"illinois"
"2190","Donald Trump","female","white","Graduated college","PA","30 to 44",0,"pennsylvania"
"2191","Joe Biden","male","white","Graduated high school","NY","18 to 29",1,"new york"
"2192","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"2193","Donald Trump","male","white","Graduated college","VA","45 to 55",0,"virginia"
"2194","Joe Biden","female","white","Graduated college","OH","45 to 55",1,"ohio"
"2195","Donald Trump","female","white","Graduated high school","MA","60 plus",0,"massachusetts"
"2196","Donald Trump","female","white","Graduated college","DE","60 plus",0,"delaware"
"2197","Donald Trump","male","white","Graduated college","FL","45 to 55",0,"florida"
"2198","Joe Biden","female","black/african american","Didn't graduate college","NC","18 to 29",1,"north carolina"
"2199","Donald Trump","female","white","Didn't graduate college","MI","60 plus",0,"michigan"
"2200","Joe Biden","female","white","Didn't graduate college","PA","60 plus",1,"pennsylvania"
"2201","Joe Biden","female","other race, nec","Graduated high school","CA","18 to 29",1,"california"
"2202","Joe Biden","female","black/african american","Graduated college","MD","45 to 55",1,"maryland"
"2203","Donald Trump","male","white","Graduated college","NY","60 plus",0,"new york"
"2204","Donald Trump","female","white","Graduated high school","IN","30 to 44",0,"indiana"
"2205","Donald Trump","female","white","Didn't graduate college","NC","60 plus",0,"north carolina"
"2206","Donald Trump","male","white","Didn't graduate college","ID","60 plus",0,"idaho"
"2207","Donald Trump","male","white","Graduated high school","CA","60 plus",0,"california"
"2208","Donald Trump","female","white","Graduated college","FL","60 plus",0,"florida"
"2209","Donald Trump","female","white","Graduated high school","FL","30 to 44",0,"florida"
"2210","Donald Trump","female","white","Graduated college","WV","18 to 29",0,"west virginia"
"2211","Donald Trump","male","white","Graduated college","NC","45 to 55",0,"north carolina"
"2212","Donald Trump","male","white","Graduated college","OH","45 to 55",0,"ohio"
"2213","Donald Trump","female","white","Didn't graduate college","MI","60 plus",0,"michigan"
"2214","Joe Biden","male","white","Graduated college","CA","30 to 44",1,"california"
"2215","Joe Biden","male","white","Graduated college","NY","45 to 55",1,"new york"
"2216","Donald Trump","male","white","Graduated college","MD","30 to 44",0,"maryland"
"2217","Donald Trump","female","white","Graduated college","CA","45 to 55",0,"california"
"2218","Donald Trump","female","white","Graduated college","MD","60 plus",0,"maryland"
"2219","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"2220","Joe Biden","male","white","Graduated college","MN","60 plus",1,"minnesota"
"2221","Joe Biden","male","white","Graduated college","MD","60 plus",1,"maryland"
"2222","Donald Trump","male","white","Graduated college","IL","60 plus",0,"illinois"
"2223","Joe Biden","male","white","Didn't graduate high school","NJ","30 to 44",1,"new jersey"
"2224","Donald Trump","female","white","Graduated high school","KY","45 to 55",0,"kentucky"
"2225","Joe Biden","male","black/african american","Didn't graduate college","MD","18 to 29",1,"maryland"
"2226","Joe Biden","female","white","Graduated college","IL","60 plus",1,"illinois"
"2227","Donald Trump","male","white","Graduated high school","IL","30 to 44",0,"illinois"
"2228","Joe Biden","male","white","Graduated college","GA","30 to 44",1,"georgia"
"2229","Donald Trump","male","white","Graduated college","MI","60 plus",0,"michigan"
"2230","Joe Biden","male","white","Graduated college","FL","30 to 44",1,"florida"
"2231","Joe Biden","male","white","Graduated college","NY","60 plus",1,"new york"
"2232","Joe Biden","female","white","Graduated high school","OH","60 plus",1,"ohio"
"2233","Joe Biden","female","black/african american","Didn't graduate college","NC","45 to 55",1,"north carolina"
"2234","Donald Trump","male","white","Graduated college","WA","30 to 44",0,"washington"
"2235","Joe Biden","female","white","Graduated high school","FL","30 to 44",1,"florida"
"2236","Joe Biden","female","white","Didn't graduate high school","MO","18 to 29",1,"missouri"
"2237","Donald Trump","male","white","Didn't graduate college","TN","45 to 55",0,"tennessee"
"2238","Joe Biden","male","white","Didn't graduate college","FL","60 plus",1,"florida"
"2239","Donald Trump","female","white","Didn't graduate college","IN","60 plus",0,"indiana"
"2240","Joe Biden","male","white","Didn't graduate college","NC","45 to 55",1,"north carolina"
"2241","Donald Trump","male","white","Graduated college","KS","30 to 44",0,"kansas"
"2242","Donald Trump","male","white","Graduated college","CT","60 plus",0,"connecticut"
"2243","Donald Trump","male","white","Graduated college","LA","60 plus",0,"louisiana"
"2244","Donald Trump","male","white","Graduated high school","IL","60 plus",0,"illinois"
"2245","Joe Biden","male","white","Didn't graduate college","MI","60 plus",1,"michigan"
"2246","Joe Biden","male","white","Graduated high school","FL","60 plus",1,"florida"
"2247","Donald Trump","male","white","Graduated college","IN","45 to 55",0,"indiana"
"2248","Donald Trump","male","white","Graduated college","TX","60 plus",0,"texas"
"2249","Donald Trump","male","white","Graduated high school","IN","60 plus",0,"indiana"
"2250","Donald Trump","male","white","Didn't graduate college","FL","30 to 44",0,"florida"
"2251","Donald Trump","male","white","Graduated college","PA","45 to 55",0,"pennsylvania"
"2252","Joe Biden","male","white","Graduated college","TN","60 plus",1,"tennessee"
"2253","Donald Trump","male","white","Graduated college","CA","60 plus",0,"california"
"2254","Joe Biden","female","black/african american","Graduated college","TX","30 to 44",1,"texas"
"2255","Joe Biden","female","other race, nec","Didn't graduate college","NY","45 to 55",1,"new york"
"2256","Joe Biden","female","white","Graduated high school","AL","18 to 29",1,"alabama"
"2257","Donald Trump","male","white","Graduated college","GA","18 to 29",0,"georgia"
"2258","Joe Biden","male","black/african american","Didn't graduate college","OH","45 to 55",1,"ohio"
"2259","Donald Trump","male","white","Graduated college","GA","60 plus",0,"georgia"
"2260","Donald Trump","male","white","Graduated college","FL","60 plus",0,"florida"
"2261","Donald Trump","male","white","Graduated college","PA","45 to 55",0,"pennsylvania"
"2262","Donald Trump","male","white","Graduated college","FL","60 plus",0,"florida"
"2263","Donald Trump","female","white","Graduated college","WA","60 plus",0,"washington"
"2264","Donald Trump","male","white","Graduated college","PA","45 to 55",0,"pennsylvania"
"2265","Joe Biden","male","black/african american","Graduated high school","OH","18 to 29",1,"ohio"
"2266","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"2267","Donald Trump","male","white","Graduated college","CO","60 plus",0,"colorado"
"2268","Donald Trump","male","white","Didn't graduate college","MI","60 plus",0,"michigan"
"2269","Donald Trump","male","white","Didn't graduate college","FL","45 to 55",0,"florida"
"2270","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"2271","Donald Trump","male","white","Graduated college","IN","60 plus",0,"indiana"
"2272","Joe Biden","female","white","Didn't graduate high school","PA","18 to 29",1,"pennsylvania"
"2273","Joe Biden","male","white","Graduated high school","KS","45 to 55",1,"kansas"
"2274","Donald Trump","female","white","Graduated high school","IL","30 to 44",0,"illinois"
"2275","Donald Trump","male","white","Graduated college","NJ","45 to 55",0,"new jersey"
"2276","Joe Biden","male","white","Graduated college","WA","30 to 44",1,"washington"
"2277","Donald Trump","male","white","Graduated college","TX","60 plus",0,"texas"
"2278","Donald Trump","female","white","Didn't graduate high school","NC","60 plus",0,"north carolina"
"2279","Donald Trump","male","white","Graduated college","IA","45 to 55",0,"iowa"
"2280","Joe Biden","female","white","Didn't graduate high school","OH","18 to 29",1,"ohio"
"2281","Joe Biden","male","other race, nec","Didn't graduate high school","DE","45 to 55",1,"delaware"
"2282","Donald Trump","male","white","Graduated college","TX","45 to 55",0,"texas"
"2283","Joe Biden","male","black/african american","Didn't graduate high school","OH","30 to 44",1,"ohio"
"2284","Joe Biden","male","white","Graduated college","FL","60 plus",1,"florida"
"2285","Donald Trump","male","black/african american","Graduated college","NY","30 to 44",0,"new york"
